Date : 2022-02-01 00:26:37
Directory : /Users/carltonaikins/Desktop/Home/Programming/projects/elisha
Total : 153 files,  8478 codes, 1984 comments, 1251 blanks, all 11713 lines

Languages
+------------+------------+------------+------------+------------+------------+
| language   | files      | code       | comment    | blank      | total      |
+------------+------------+------------+------------+------------+------------+
| Dart       |        104 |      6,328 |      1,793 |      1,050 |      9,171 |
| Markdown   |         14 |      1,473 |          0 |        102 |      1,575 |
| JSON       |         11 |        263 |          0 |          4 |        267 |
| XML        |         11 |        166 |         38 |          6 |        210 |
| Groovy     |          3 |         89 |          3 |         20 |        112 |
| YAML       |          4 |         87 |        132 |         39 |        258 |
| Python     |          2 |         49 |         17 |         25 |         91 |
| Swift      |          1 |         14 |          0 |          2 |         16 |
| Properties |          2 |          8 |          1 |          2 |         11 |
| C++        |          1 |          1 |          0 |          1 |          2 |
+------------+------------+------------+------------+------------+------------+

Directories
+---------------------------------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+
| path                                                                                                                                                    | files      | code       | comment    | blank      | total      |
+---------------------------------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+
| .                                                                                                                                                       |        153 |      8,478 |      1,984 |      1,251 |     11,713 |
| .vscodecounter                                                                                                                                          |         13 |      1,430 |          0 |         78 |      1,508 |
| .vscodecounter/2021-08-12_21-48-15                                                                                                                      |          2 |        209 |          0 |         13 |        222 |
| .vscodecounter/2021-11-27_14-23-43                                                                                                                      |          2 |        238 |          0 |         13 |        251 |
| .vscodecounter/2021-12-01_22-39-36                                                                                                                      |          2 |        242 |          0 |         13 |        255 |
| .vscodecounter/2021-12-05_13-56-57                                                                                                                      |          2 |        246 |          0 |         13 |        259 |
| .vscodecounter/2022-01-31_01-22-21                                                                                                                      |          5 |        495 |          0 |         26 |        521 |
| android                                                                                                                                                 |         15 |        242 |         40 |         27 |        309 |
| android/app                                                                                                                                             |         11 |        197 |         39 |         16 |        252 |
| android/app/src                                                                                                                                         |          9 |         98 |         36 |          5 |        139 |
| android/app/src/debug                                                                                                                                   |          1 |          9 |          3 |          1 |         13 |
| android/app/src/main                                                                                                                                    |          7 |         80 |         30 |          3 |        113 |
| android/app/src/main/res                                                                                                                                |          6 |         44 |         18 |          0 |         62 |
| android/app/src/main/res/drawable                                                                                                                       |          1 |          6 |          0 |          0 |          6 |
| android/app/src/main/res/drawable-night                                                                                                                 |          1 |          6 |          0 |          0 |          6 |
| android/app/src/main/res/drawable-night-v21                                                                                                             |          1 |          6 |          0 |          0 |          6 |
| android/app/src/main/res/drawable-v21                                                                                                                   |          1 |          6 |          0 |          0 |          6 |
| android/app/src/main/res/values                                                                                                                         |          1 |         10 |          9 |          0 |         19 |
| android/app/src/main/res/values-night                                                                                                                   |          1 |         10 |          9 |          0 |         19 |
| android/app/src/profile                                                                                                                                 |          1 |          9 |          3 |          1 |         13 |
| android/gradle                                                                                                                                          |          1 |          5 |          1 |          1 |          7 |
| android/gradle/wrapper                                                                                                                                  |          1 |          5 |          1 |          1 |          7 |
| backend                                                                                                                                                 |          5 |          5 |          0 |          0 |          5 |
| ios                                                                                                                                                     |          8 |        283 |          2 |          9 |        294 |
| ios/Runner                                                                                                                                              |          8 |        283 |          2 |          9 |        294 |
| ios/Runner/Assets.xcassets                                                                                                                              |          4 |        200 |          0 |          5 |        205 |
| ios/Runner/Assets.xcassets/AppIcon.appiconset                                                                                                           |          1 |        122 |          0 |          1 |        123 |
| ios/Runner/Assets.xcassets/LaunchBackground.imageset                                                                                                    |          1 |         52 |          0 |          1 |         53 |
| ios/Runner/Assets.xcassets/LaunchImage.imageset                                                                                                         |          2 |         26 |          0 |          3 |         29 |
| ios/Runner/Base.lproj                                                                                                                                   |          2 |         68 |          2 |          1 |         71 |
| lib                                                                                                                                                     |        104 |      6,328 |      1,793 |      1,050 |      9,171 |
| lib/src                                                                                                                                                 |        103 |      6,281 |      1,776 |      1,037 |      9,094 |
| lib/src/config                                                                                                                                          |          3 |        120 |         51 |         19 |        190 |
| lib/src/models                                                                                                                                          |         11 |        703 |        187 |        161 |      1,051 |
| lib/src/providers                                                                                                                                       |         20 |        137 |        341 |         94 |        572 |
| lib/src/repositories                                                                                                                                    |          7 |        678 |        130 |        149 |        957 |
| lib/src/services                                                                                                                                        |          7 |        364 |        130 |        118 |        612 |
| lib/src/ui                                                                                                                                              |         55 |      4,279 |        937 |        496 |      5,712 |
| lib/src/ui/components                                                                                                                                   |         14 |        952 |        239 |        115 |      1,306 |
| lib/src/ui/views                                                                                                                                        |         41 |      3,327 |        698 |        381 |      4,406 |
| lib/src/ui/views/bible_view                                                                                                                             |          3 |        783 |         51 |         67 |        901 |
| lib/src/ui/views/bible_view/components                                                                                                                  |          2 |         98 |         34 |         12 |        144 |
| lib/src/ui/views/bookmarked_chapter_view                                                                                                                |          2 |        138 |         34 |         16 |        188 |
| lib/src/ui/views/bookmarked_chapter_view/components                                                                                                     |          1 |         29 |         17 |          7 |         53 |
| lib/src/ui/views/bookmarked_chapters_view                                                                                                               |          3 |        190 |         51 |         21 |        262 |
| lib/src/ui/views/bookmarked_chapters_view/components                                                                                                    |          2 |         69 |         34 |         11 |        114 |
| lib/src/ui/views/church_view                                                                                                                            |          3 |        115 |         51 |         17 |        183 |
| lib/src/ui/views/church_view/components                                                                                                                 |          2 |         78 |         34 |         10 |        122 |
| lib/src/ui/views/daily_devotional_view                                                                                                                  |          2 |        102 |         34 |         13 |        149 |
| lib/src/ui/views/daily_devotional_view/components                                                                                                       |          1 |         10 |         17 |          4 |         31 |
| lib/src/ui/views/daily_readings_view                                                                                                                    |          2 |        152 |         34 |         16 |        202 |
| lib/src/ui/views/daily_readings_view/components                                                                                                         |          1 |         14 |         17 |          4 |         35 |
| lib/src/ui/views/favorite_verses_view                                                                                                                   |          3 |        178 |         51 |         29 |        258 |
| lib/src/ui/views/favorite_verses_view/components                                                                                                        |          2 |        116 |         34 |         20 |        170 |
| lib/src/ui/views/home_view                                                                                                                              |          2 |        122 |         34 |         19 |        175 |
| lib/src/ui/views/home_view/components                                                                                                                   |          1 |         35 |         17 |          8 |         60 |
| lib/src/ui/views/introduction_view                                                                                                                      |          4 |        453 |         68 |         41 |        562 |
| lib/src/ui/views/introduction_view/components                                                                                                           |          3 |         87 |         51 |         16 |        154 |
| lib/src/ui/views/profile_view                                                                                                                           |          7 |        251 |        119 |         39 |        409 |
| lib/src/ui/views/profile_view/components                                                                                                                |          6 |        193 |        102 |         32 |        327 |
| lib/src/ui/views/settings_view                                                                                                                          |          5 |        291 |         85 |         32 |        408 |
| lib/src/ui/views/settings_view/components                                                                                                               |          4 |        246 |         68 |         26 |        340 |
| lib/src/ui/views/sunday_mass_view                                                                                                                       |          2 |        183 |         35 |         25 |        243 |
| lib/src/ui/views/sunday_mass_view/components                                                                                                            |          1 |         11 |         17 |          4 |         32 |
| lib/src/ui/views/verse_of_the_day_view                                                                                                                  |          1 |        205 |         17 |         22 |        244 |
| scripts                                                                                                                                                 |          2 |         49 |         17 |         25 |         91 |
+---------------------------------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+

Files
+---------------------------------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+
| filename                                                                                                                                                | language   | code       | comment    | blank      | total      |
+---------------------------------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/.vscodecounter/2021-08-12_21-48-15/details.md                                             | Markdown   |        131 |          0 |          6 |        137 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/.vscodecounter/2021-08-12_21-48-15/results.md                                             | Markdown   |         78 |          0 |          7 |         85 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/.vscodecounter/2021-11-27_14-23-43/details.md                                             | Markdown   |        145 |          0 |          6 |        151 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/.vscodecounter/2021-11-27_14-23-43/results.md                                             | Markdown   |         93 |          0 |          7 |        100 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/.vscodecounter/2021-12-01_22-39-36/details.md                                             | Markdown   |        148 |          0 |          6 |        154 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/.vscodecounter/2021-12-01_22-39-36/results.md                                             | Markdown   |         94 |          0 |          7 |        101 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/.vscodecounter/2021-12-05_13-56-57/details.md                                             | Markdown   |        151 |          0 |          6 |        157 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/.vscodecounter/2021-12-05_13-56-57/results.md                                             | Markdown   |         95 |          0 |          7 |        102 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/.vscodecounter/2022-01-31_01-22-21/details.md                                             | Markdown   |        159 |          0 |          6 |        165 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/.vscodecounter/2022-01-31_01-22-21/diff-details.md                                        | Markdown   |        159 |          0 |          6 |        165 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/.vscodecounter/2022-01-31_01-22-21/diff.md                                                | Markdown   |         88 |          0 |          7 |         95 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/.vscodecounter/2022-01-31_01-22-21/results.json                                           | JSON       |          1 |          0 |          0 |          1 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/.vscodecounter/2022-01-31_01-22-21/results.md                                             | Markdown   |         88 |          0 |          7 |         95 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/README.md                                                                                 | Markdown   |         41 |          0 |         22 |         63 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/analysis_options.yaml                                                                     | YAML       |          3 |         23 |          3 |         29 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/android/app/build.gradle                                                                  | Groovy     |         52 |          3 |         11 |         66 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/android/app/google-services.json                                                          | JSON       |         47 |          0 |          0 |         47 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/android/app/src/debug/AndroidManifest.xml                                                 | XML        |          9 |          3 |          1 |         13 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/android/app/src/main/AndroidManifest.xml                                                  | XML        |         36 |         12 |          3 |         51 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/android/app/src/main/res/drawable-night-v21/launch_background.xml                         | XML        |          6 |          0 |          0 |          6 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/android/app/src/main/res/drawable-night/launch_background.xml                             | XML        |          6 |          0 |          0 |          6 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/android/app/src/main/res/drawable-v21/launch_background.xml                               | XML        |          6 |          0 |          0 |          6 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/android/app/src/main/res/drawable/launch_background.xml                                   | XML        |          6 |          0 |          0 |          6 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/android/app/src/main/res/values-night/styles.xml                                          | XML        |         10 |          9 |          0 |         19 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/android/app/src/main/res/values/styles.xml                                                | XML        |         10 |          9 |          0 |         19 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/android/app/src/profile/AndroidManifest.xml                                               | XML        |          9 |          3 |          1 |         13 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/android/build.gradle                                                                      | Groovy     |         29 |          0 |          5 |         34 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/android/gradle.properties                                                                 | Properties |          3 |          0 |          1 |          4 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/android/gradle/wrapper/gradle-wrapper.properties                                          | Properties |          5 |          1 |          1 |          7 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/android/settings.gradle                                                                   | Groovy     |          8 |          0 |          4 |         12 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/backend/asv.json                                                                          | JSON       |          1 |          0 |          0 |          1 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/backend/bbe.json                                                                          | JSON       |          1 |          0 |          0 |          1 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/backend/kjv.json                                                                          | JSON       |          1 |          0 |          0 |          1 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/backend/web.json                                                                          | JSON       |          1 |          0 |          0 |          1 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/backend/ylt.json                                                                          | JSON       |          1 |          0 |          0 |          1 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/firebase.json                                                                             | JSON       |         13 |          0 |          1 |         14 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/flutter_launcher_icons.yaml                                                               | YAML       |          4 |          0 |          1 |          5 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/flutter_native_splash.yaml                                                                | YAML       |          3 |         60 |         10 |         73 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/ios/Runner/AppDelegate.swift                                                              | Swift      |         14 |          0 |          2 |         16 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/ios/Runner/Assets.xcassets/AppIcon.appiconset/Contents.json                               | JSON       |        122 |          0 |          1 |        123 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/ios/Runner/Assets.xcassets/LaunchBackground.imageset/Contents.json                        | JSON       |         52 |          0 |          1 |         53 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/ios/Runner/Assets.xcassets/LaunchImage.imageset/Contents.json                             | JSON       |         23 |          0 |          1 |         24 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/ios/Runner/Assets.xcassets/LaunchImage.imageset/README.md                                 | Markdown   |          3 |          0 |          2 |          5 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/ios/Runner/Base.lproj/LaunchScreen.storyboard                                             | XML        |         43 |          1 |          0 |         44 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/ios/Runner/Base.lproj/Main.storyboard                                                     | XML        |         25 |          1 |          1 |         27 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/ios/Runner/Runner-Bridging-Header.h                                                       | C++        |          1 |          0 |          1 |          2 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/main.dart                                                                             | Dart       |         47 |         17 |         13 |         77 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/config/bottom_navigation_bar.dart                                                 | Dart       |         49 |         17 |          6 |         72 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/config/constants.dart                                                             | Dart       |         26 |         17 |          7 |         50 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/config/exceptions.dart                                                            | Dart       |         45 |         17 |          6 |         68 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/models/book.dart                                                                  | Dart       |         63 |         17 |         15 |         95 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/models/chapter.dart                                                               | Dart       |        101 |         17 |         26 |        144 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/models/daily_devotional.dart                                                      | Dart       |        100 |         17 |         25 |        142 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/models/daily_reading.dart                                                         | Dart       |         63 |         17 |         15 |         95 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/models/local_user.dart                                                            | Dart       |         55 |         17 |         13 |         85 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/models/reading.dart                                                               | Dart       |         47 |         17 |         12 |         76 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/models/translation.dart                                                           | Dart       |         61 |         17 |         13 |         91 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/models/translation_book_chapter.dart                                              | Dart       |         61 |         17 |         13 |         91 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/models/verse.dart                                                                 | Dart       |        103 |         17 |         20 |        140 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/models/youtube_channel.dart                                                       | Dart       |         29 |         17 |          5 |         51 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/models/youtube_video.dart                                                         | Dart       |         20 |         17 |          4 |         41 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/providers/ad_state_provider.dart                                                  | Dart       |          5 |         17 |          4 |         26 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/providers/bible_books_provider.dart                                               | Dart       |         10 |         17 |          7 |         34 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/providers/bible_chapters_provider.dart                                            | Dart       |         12 |         17 |          7 |         36 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/providers/bible_repository_provider.dart                                          | Dart       |          5 |         17 |          4 |         26 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/providers/bible_service_provider.dart                                             | Dart       |          5 |         17 |          4 |         26 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/providers/bible_translations_provider.dart                                        | Dart       |         10 |         17 |          7 |         34 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/providers/bible_verses_provider.dart                                              | Dart       |         13 |         17 |          8 |         38 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/providers/daily_devotional_service_provider.dart                                  | Dart       |          6 |         17 |          4 |         27 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/providers/daily_readings_future_provider.dart                                     | Dart       |          7 |         17 |          4 |         28 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/providers/daily_readings_service_provider.dart                                    | Dart       |          5 |         17 |          4 |         26 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/providers/last_translation_book_chapter_provider.dart                             | Dart       |          8 |         17 |          4 |         29 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/providers/local_user_repository_provider.dart                                     | Dart       |          5 |         17 |          4 |         26 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/providers/reader_settings_repository_provider.dart                                | Dart       |          5 |         17 |          4 |         26 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/providers/streaks_repository_provider.dart                                        | Dart       |          5 |         17 |          4 |         26 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/providers/study_tools_repository_provider.dart                                    | Dart       |          5 |         17 |          4 |         26 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/providers/sunday_mass_service_provider.dart                                       | Dart       |          5 |         17 |          4 |         26 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/providers/verse_of_the_day_future_provider.dart                                   | Dart       |          7 |         17 |          4 |         28 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/providers/verse_of_the_day_service_provider.dart                                  | Dart       |          6 |         17 |          4 |         27 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/providers/youtube_fetch_channel_future_provider.dart                              | Dart       |          7 |         18 |          5 |         30 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/providers/youtube_service_provider.dart                                           | Dart       |          6 |         17 |          4 |         27 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/repositories/bible_repository.dart                                                | Dart       |        321 |         17 |         36 |        374 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/repositories/daily_readings_repository.dart                                       | Dart       |          1 |         17 |          2 |         20 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/repositories/last_translation_book_chapter_repository.dart                        | Dart       |         53 |         20 |         19 |         92 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/repositories/local_user_repository.dart                                           | Dart       |         73 |         19 |         24 |        116 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/repositories/reader_settings_repository.dart                                      | Dart       |        100 |         21 |         23 |        144 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/repositories/streaks_repository.dart                                              | Dart       |         67 |         17 |         23 |        107 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/repositories/study_tools_repository.dart                                          | Dart       |         63 |         19 |         22 |        104 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/services/ad_state.dart                                                            | Dart       |         52 |         19 |         10 |         81 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/services/bible_service.dart                                                       | Dart       |        138 |         22 |         48 |        208 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/services/daily_devotional_service.dart                                            | Dart       |         17 |         18 |          8 |         43 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/services/daily_readings_service.dart                                              | Dart       |         44 |         17 |         15 |         76 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/services/sunday_mass_service.dart                                                 | Dart       |          5 |         17 |          4 |         26 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/services/verse_of_the_day_service.dart                                            | Dart       |         45 |         17 |         10 |         72 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/services/youtube_service.dart                                                     | Dart       |         63 |         20 |         23 |        106 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/ui/components/bible_reader.dart                                                   | Dart       |         85 |         17 |         12 |        114 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/ui/components/church_view_banner_ad_card.dart                                     | Dart       |         28 |         17 |          8 |         53 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/ui/components/daily_devotional_card.dart                                          | Dart       |        142 |         17 |         10 |        169 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/ui/components/error_body.dart                                                     | Dart       |         33 |         17 |          4 |         54 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/ui/components/error_card.dart                                                     | Dart       |         21 |         17 |          4 |         42 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/ui/components/home_view_banner_ad_card.dart                                       | Dart       |         28 |         17 |          8 |         53 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/ui/components/loading_card.dart                                                   | Dart       |         38 |         17 |          4 |         59 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/ui/components/show_favorite_verse_bottom_sheet.dart                               | Dart       |         84 |         17 |          9 |        110 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/ui/components/something_went_wrong.dart                                           | Dart       |         29 |         18 |          4 |         51 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/ui/components/streaks_card.dart                                                   | Dart       |         86 |         17 |          9 |        112 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/ui/components/sunday_mass_card.dart                                               | Dart       |         92 |         17 |          7 |        116 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/ui/components/terms_and_privacy_policy_text.dart                                  | Dart       |         32 |         17 |          4 |         53 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/ui/components/unexpected_error.dart                                               | Dart       |         32 |         17 |          5 |         54 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/ui/components/verse_of_the_day_card.dart                                          | Dart       |        222 |         17 |         27 |        266 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/ui/views/bible_view/bible_view.dart                                               | Dart       |        685 |         17 |         55 |        757 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/ui/views/bible_view/components/show_translations_bottom_sheet.dart                | Dart       |         55 |         17 |          4 |         76 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/ui/views/bible_view/components/translation_card.dart                              | Dart       |         43 |         17 |          8 |         68 |
